h: n            x            y(proton  ),hh0l  n  y(photon  ),hh0dr n  y(neutron ),hh0mb n  
#  e-lower      e-upper        number    r.err      number    r.err      number    r.err 
   5.9566E+02   6.6069E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3150E-10  0.1126
   6.6069E+02   7.3282E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   4.2516E-11  0.1312
   7.3282E+02   8.1283E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   1.6317E-11  0.1258
   8.1283E+02   9.0157E+02   0.0000E+00  0.0000   0.0000E+00  0.0000   6.5089E-12  0.1196
   9.0157E+02   1.0000E+03   0.0000E+00  0.0000   0.0000E+00  0.0000   2.2987E-12  0.1098

#   sum over                 2.4843E+00  0.0051   2.5710E-01  0.0107   2.5855E-01  0.0202

'no. =  1,    (ir,iz) = (  1,  1)'
msuc: {\huge [t-product] in r-z mesh}
msdl: {\it plotted by \ANGEL \version}
msdr: {\it calculated by \PHITS  2.30}
wt: s(0.7)
\vspace{-3}
   vol  &=&   1.0000E+00 [cm^3]
  rmin  &=&   0.0000E+00 [cm]
  rmax  &=&   5.0000E+02 [cm]
  zmin  &=&   0.0000E+00 [cm]
  zmax  &=&   5.0000E+01 [cm]
e:
